"","token","lemma"
"24325","omitting","omit"
"24326","omnibuses","omnibus"
"24327","omnibusses","omnibus"
"24328","omnivores","omnivore"
"24329","on-sets","on-set"
"24330","onchocerciases","onchocerciasis"
"24331","oncogenes","oncogene"
"24332","oncologies","oncology"
"24333","oncologists","oncologist"
"24334","one-billionths","one-billionth"
"24335","one-hundred-millionths","one-hundred-millionth"
"24336","one-hundred-thousandths","one-hundred-thousandth"
"24337","one-liners","one-liner"
"24338","one-millionths","one-millionth"
"24339","one-offs","one-off"
"24340","one-steps","one-step"
"24341","ones","one"
"24342","onions","onion"
"24343","onlookers","onlooker"
"24344","onsets","onset"
"24345","onslaughts","onslaught"
"24346","ontogenies","ontogeny"
"24347","ontologies","ontology"
"24348","onuses","onus"
"24349","onwards","onward"
"24350","oocysts","oocyst"
"24351","oocytes","oocyte"
"24352","oophorectomies","oophorectomy"
"24353","oos","oo"
"24354","oozed","ooze"
"24355","oozes","ooze"
"24356","oozier","oozy"
"24357","oozing","ooze"
"24358","opacities","opacity"
"24359","opals","opal"
"24360","opened","open"
"24361","openers","opener"
"24362","opening","open"
"24363","openings","opening"
"24364","opens","open"
"24365","opera","opus"
"24366","operands","operand"
"24367","operas","opera"
"24368","operated","operate"
"24369","operates","operate"
"24370","operating","operate"
"24371","operationalisations","operationalisation"
"24372","operationalised","operationalise"
"24373","operationalises","operationalise"
"24374","operationalising","operationalise"
"24375","operationalized","operationalize"
"24376","operationalizes","operationalize"
"24377","operationalizing","operationalize"
"24378","operations","operation"
"24379","operatives","operative"
"24380","operators","operator"
"24381","opercula","operculum"
"24382","operculums","operculum"
"24383","operettas","operetta"
"24384","operons","operon"
"24385","ophthalmologies","ophthalmology"
"24386","ophthalmologists","ophthalmologist"
"24387","ophthalmoscopes","ophthalmoscope"
"24388","ophthalmoscopies","ophthalmoscopy"
"24389","opiates","opiate"
"24390","opined","opine"
"24391","opines","opine"
"24392","opining","opine"
"24393","opinions","opinion"
"24394","opioids","opioid"
"24395","opossums","opossum"
"24396","opponents","opponent"
"24397","opportunists","opportunist"
"24398","opportunities","opportunity"
"24399","opposed","oppose"
"24400","opposers","opposer"
"24401","opposes","oppose"
"24402","opposing","oppose"
"24403","opposites","opposite"
"24404","oppositions","opposition"
"24405","oppressed","oppress"
"24406","oppresses","oppress"
"24407","oppressing","oppress"
"24408","oppressions","oppression"
"24409","oppressors","oppressor"
"24410","ops","op"
"24411","opsins","opsin"
"24412","opted","opt"
"24413","opticians","optician"
"24414","optics","optic"
"24415","optima","optimum"
"24416","optimisations","optimisation"
"24417","optimised","optimise"
"24418","optimises","optimise"
"24419","optimising","optimise"
"24420","optimists","optimist"
"24421","optimizations","optimization"
"24422","optimized","optimize"
"24423","optimizes","optimize"
"24424","optimizing","optimize"
"24425","optimums","optimum"
"24426","opting","opt"
"24427","optioned","option"
"24428","optioning","option"
"24429","options","option"
"24430","optometrists","optometrist"
"24431","opts","opt"
"24432","opuses","opus"
"24433","ora","os"
"24434","oracles","oracle"
"24435","orae","ora"
"24436","orals","oral"
"24437","orang-outangs","orang-outang"
"24438","orang-utans","orang-utan"
"24439","oranger","orange"
"24440","orangeries","orangery"
"24441","oranges","orange"
"24442","orangest","orange"
"24443","orangs","orang"
"24444","orangutans","orangutan"
"24445","orations","oration"
"24446","oratories","oratory"
"24447","oratorios","oratorio"
"24448","orators","orator"
"24449","orbitals","orbital"
"24450","orbited","orbit"
"24451","orbiters","orbiter"
"24452","orbiting","orbit"
"24453","orbits","orbit"
"24454","orbs","orb"
"24455","orchards","orchard"
"24456","orchestras","orchestra"
"24457","orchestrated","orchestrate"
"24458","orchestrates","orchestrate"
"24459","orchestrating","orchestrate"
"24460","orchestrations","orchestration"
"24461","orchestrators","orchestrator"
"24462","orchidectomies","orchidectomy"
"24463","orchids","orchid"
"24464","orcs","orc"
"24465","ordained","ordain"
"24466","ordaining","ordain"
"24467","ordains","ordain"
"24468","ordeals","ordeal"
"24469","ordered","order"
"24470","ordering","order"
"24471","orderings","ordering"
"24472","orderlies","orderly"
"24473","orders","order"
"24474","ordinals","ordinal"
"24475","ordinances","ordinance"
"24476","ordinands","ordinand"
"24477","ordinated","ordinate"
"24478","ordinates","ordinate"
"24479","ordinating","ordinate"
"24480","ordinations","ordination"
"24481","ordinators","ordinator"
"24482","oreganos","oregano"
"24483","ores","ore"
"24484","orfes","orfe"
"24485","organ-grinders","organ-grinder"
"24486","organelles","organelle"
"24487","organics","organic"
"24488","organisations","organisation"
"24489","organised","organise"
"24490","organisers","organiser"
"24491","organises","organise"
"24492","organising","organise"
"24493","organisms","organism"
"24494","organists","organist"
"24495","organizations","organization"
"24496","organized","organize"
"24497","organizers","organizer"
"24498","organizes","organize"
"24499","organizing","organize"
"24500","organochlorines","organochlorine"
"24501","organophosphates","organophosphate"
"24502","organs","organ"
"24503","orgasms","orgasm"
"24504","orgies","orgy"
"24505","orientalisms","orientalism"
"24506","orientalists","orientalist"
"24507","orientals","oriental"
"24508","orientated","orientate"
"24509","orientates","orientate"
"24510","orientating","orientate"
"24511","orientations","orientation"
"24512","oriented","orient"
"24513","orienteers","orienteer"
"24514","orienting","orient"
"24515","orients","orient"
"24516","orifices","orifice"
"24517","originals","original"
"24518","originated","originate"
"24519","originates","originate"
"24520","originating","originate"
"24521","originations","origination"
"24522","originators","originator"
"24523","origins","origin"
"24524","orioles","oriole"
"24525","ornamentals","ornamental"
"24526","ornamentations","ornamentation"
"24527","ornamented","ornament"
"24528","ornamenting","ornament"
"24529","ornaments","ornament"
"24530","ornithines","ornithine"
"24531","ornithologists","ornithologist"
"24532","oropharynges","oropharynx"
"24533","oropharynxes","oropharynx"
"24534","orphanages","orphanage"
"24535","orphaned","orphan"
"24536","orphaning","orphan"
"24537","orphans","orphan"
"24538","orthodontists","orthodontist"
"24539","orthodoxies","orthodoxy"
"24540","orthographies","orthography"
"24541","orthoptists","orthoptist"
"24542","orthoses","orthosis"
"24543","orthotics","orthotic"
"24544","orthotists","orthotist"
"24545","oryxes","oryx"
"24546","oscillated","oscillate"
"24547","oscillates","oscillate"
"24548","oscillating","oscillate"
"24549","oscillations","oscillation"
"24550","oscillators","oscillator"
"24551","oscilloscopes","oscilloscope"
"24552","osiers","osier"
"24553","osmolalities","osmolality"
"24554","osmoses","osmosis"
"24555","ospreys","osprey"
"24556","ossa","os"
"24557","ossicles","ossicle"
"24558","ossifications","ossification"
"24559","ossified","ossify"
"24560","ossifies","ossify"
"24561","ossifying","ossify"
"24562","ossuaries","ossuary"
"24563","osteoarthritides","osteoarthritis"
"24564","osteoblasts","osteoblast"
"24565","osteoclasts","osteoclast"
"24566","osteogeneses","osteogenesis"
"24567","osteomalacias","osteomalacia"
"24568","osteomyelitides","osteomyelitis"
"24569","osteopathies","osteopathy"
"24570","osteopaths","osteopath"
"24571","osteopenias","osteopenia"
"24572","osteophytes","osteophyte"
"24573","osteoporoses","osteoporosis"
"24574","osteosarcomas","osteosarcoma"
"24575","osteosarcomata","osteosarcoma"
"24576","osteotomies","osteotomy"
"24577","ostracised","ostracise"
"24578","ostracises","ostracise"
"24579","ostracising","ostracise"
"24580","ostracized","ostracize"
"24581","ostracizes","ostracize"
"24582","ostracizing","ostracize"
"24583","ostracods","ostracod"
"24584","ostriches","ostrich"
"24585","others","other"
"24586","otitides","otitis"
"24587","otoliths","otolith"
"24588","otters","otter"
"24589","ouches","ouch"
"24590","oughter","have"
"24591","ounces","ounce"
"24592","ousted","oust"
"24593","ousting","oust"
"24594","ousts","oust"
"24595","out-competed","out-compete"
"24596","out-competes","out-compete"
"24597","out-competing","out-compete"
"24598","out-groups","out-group"
"24599","out-migrations","out-migration"
"24600","out-patients","out-patient"
"24601","out-performed","out-perform"
"24602","out-performing","out-perform"
"24603","out-performs","out-perform"
"24604","out-reaches","out-reach"
"24605","out-sourced","out-source"
"24606","out-sources","out-source"
"24607","out-sourcing","out-source"
"24608","outages","outage"
"24609","outbacks","outback"
"24610","outbade","outbid"
"24611","outbidded","outbid"
"24612","outbidden","outbid"
"24613","outbidding","outbid"
"24614","outbids","outbid"
"24615","outboards","outboard"
"24616","outbreaks","outbreak"
"24617","outbuildings","outbuilding"
"24618","outbursts","outburst"
"24619","outcasts","outcast"
"24620","outclassed","outclass"
"24621","outclasses","outclass"
"24622","outclassing","outclass"
"24623","outcomes","outcome"
"24624","outcries","outcry"
"24625","outcroped","outcrop"
"24626","outcroping","outcrop"
"24627","outcrops","outcrop"
"24628","outcrossed","outcross"
"24629","outcrosses","outcross"
"24630","outcrossing","outcross"
"24631","outdated","outdate"
"24632","outdates","outdate"
"24633","outdating","outdate"
"24634","outdid","outdo"
"24635","outdistanced","outdistance"
"24636","outdistances","outdistance"
"24637","outdistancing","outdistance"
"24638","outdoed","outdo"
"24639","outdoes","outdo"
"24640","outdoing","outdo"
"24641","outdone","outdo"
"24642","outdoors","outdoor"
"24643","outdos","outdo"
"24644","outers","outer"
"24645","outfalls","outfall"
"24646","outfighting","outfight"
"24647","outfights","outfight"
"24648","outfits","outfit"
"24649","outfitted","outfit"
"24650","outfitters","outfitter"
"24651","outfitting","outfit"
"24652","outflanked","outflank"
"24653","outflanking","outflank"
"24654","outflanks","outflank"
"24655","outflows","outflow"
"24656","outfought","outfight"
"24657","outfoxed","outfox"
"24658","outfoxes","outfox"
"24659","outfoxing","outfox"
"24660","outgases","outgas"
"24661","outgassed","outgas"
"24662","outgassing","outgas"
"24663","outgoings","outgoing"
"24664","outgrew","outgrow"
"24665","outgroups","outgroup"
"24666","outgrowing","outgrow"
"24667","outgrown","outgrow"
"24668","outgrows","outgrow"
"24669","outgrowths","outgrowth"
"24670","outhouses","outhouse"
"24671","outings","outing"
"24672","outlaid","outlay"
"24673","outlasted","outlast"
"24674","outlasting","outlast"
"24675","outlasts","outlast"
"24676","outlawed","outlaw"
"24677","outlawing","outlaw"
"24678","outlaws","outlaw"
"24679","outlaying","outlay"
"24680","outlays","outlay"
"24681","outlets","outlet"
"24682","outliers","outlier"
"24683","outlined","outline"
"24684","outlines","outline"
"24685","outlining","outline"
"24686","outlived","outlive"
"24687","outlives","outlive"
"24688","outliving","outlive"
"24689","outlooks","outlook"
"24690","outmanoeuvred","outmanoeuvre"
"24691","outmanoeuvres","outmanoeuvre"
"24692","outmanoeuvring","outmanoeuvre"
"24693","outmatched","outmatch"
"24694","outmatches","outmatch"
"24695","outmatching","outmatch"
"24696","outnumbered","outnumber"
"24697","outnumbering","outnumber"
"24698","outnumbers","outnumber"
"24699","outpaced","outpace"
"24700","outpaces","outpace"
"24701","outpacing","outpace"
"24702","outpatients","outpatient"
"24703","outperformed","outperform"
"24704","outperforming","outperform"
"24705","outperforms","outperform"
"24706","outplayed","outplay"
"24707","outplaying","outplay"
"24708","outplays","outplay"
"24709","outposts","outpost"
"24710","outpourings","outpouring"
"24711","outputs","output"
"24712","outputted","output"
"24713","outputting","output"
"24714","outraged","outrage"
"24715","outrages","outrage"
"24716","outraging","outrage"
"24717","outran","outrun"
"24718","outranked","outrank"
"24719","outranking","outrank"
"24720","outranks","outrank"
"24721","outreached","outreach"
"24722","outreaches","outreach"
"24723","outreaching","outreach"
"24724","outridden","outride"
"24725","outriders","outrider"
"24726","outrides","outride"
"24727","outriding","outride"
"24728","outriggers","outrigger"
"24729","outrode","outride"
"24730","outrunning","outrun"
"24731","outruns","outrun"
"24732","outs","out"
"24733","outselling","outsell"
"24734","outsells","outsell"
"24735","outsets","outset"
"24736","outshines","outshine"
"24737","outshining","outshine"
"24738","outshone","outshine"
"24739","outsiders","outsider"
"24740","outsides","outside"
"24741","outsmarted","outsmart"
"24742","outsmarting","outsmart"
"24743","outsmarts","outsmart"
"24744","outsold","outsell"
"24745","outsourced","outsource"
"24746","outsources","outsource"
"24747","outsourcing","outsource"
"24748","outspreading","outspread"
"24749","outspreads","outspread"
"24750","outstations","outstation"
"24751","outstayed","outstay"
"24752","outstaying","outstay"
"24753","outstays","outstay"
"24754","outstretched","outstretch"
"24755","outstretches","outstretch"
"24756","outstretching","outstretch"
"24757","outstripped","outstrip"
"24758","outstripping","outstrip"
"24759","outstrips","outstrip"
"24760","outvoted","outvote"
"24761","outvotes","outvote"
"24762","outvoting","outvote"
"24763","outwards","outward"
"24764","outwearing","outwear"
"24765","outwears","outwear"
"24766","outweighed","outweigh"
"24767","outweighing","outweigh"
"24768","outweighs","outweigh"
"24769","outwits","outwit"
"24770","outwitted","outwit"
"24771","outwitting","outwit"
"24772","outwore","outwear"
"24773","outworked","outwork"
"24774","outworking","outwork"
"24775","outworks","outwork"
"24776","outworn","outwear"
"24777","ova","ovum"
"24778","ovals","oval"
"24779","ovaries","ovary"
"24780","ovations","ovation"
"24781","ovens","oven"
"24782","over-ate","over-eat"
"24783","over-burdened","over-burden"
"24784","over-burdening","over-burden"
"24785","over-burdens","over-burden"
"24786","over-capacities","over-capacity"
"24787","over-charged","over-charge"
"24788","over-charges","over-charge"
"24789","over-charging","over-charge"
"24790","over-eaten","over-eat"
"24791","over-eating","over-eat"
"24792","over-eats","over-eat"
