,seq_no,segment,polarity
3457,3457,"Just outside the cathedral close, tall, thin, early Victorian, untidy, dark, piles of books.",0.8443825840950012
3458,3458,My father was always loving but he spent most of his time in his study and did not like to be disturbed.,0.6591991186141968
3459,3459,A local lady came in to cook my tea.,0.20401932299137115
3460,3460,"So we were on our own, and we liked that.",0.8394260406494141
3461,3461,"We made a den in an attic room, we had adventures in our overgrown garden.",0.6240034103393555
3462,3462,We watched TV together.,0.6841347813606262
3463,3463,"A couple of years later, we clung to each other in the first bewildering days of secondary school.",0.873925507068634
3464,3464,We did our homework together.,0.8711386919021606
3465,3465,She was far better at maths and good at explaining problems.,0.7379365563392639
3466,3466,I helped her with her written English.,0.5540071725845337
3467,3467,She was hopeless at spelling.,0.35980573296546936
3468,3468,"As time passed and we became more self-conscious, we spent hours talking about our families.",0.8932724595069885
3469,3469,We had our first periods within a few weeks of each other.,0.5785176157951355
3470,3470,Her mother was really sensible and helpful with that.,0.43815091252326965
3471,3471,"We also talked about boys, although we did not go near them.",0.5727550983428955
3472,3472,"Because of her brothers, she was less bothered, more sceptical about boys than I was.",0.8714135885238647
3473,3473,Our last summer at school came around.,0.6062649488449097
3474,3474,We sat our public exams and thought about university.,0.43006187677383423
3475,3475,She wanted to do science,0.2087070792913437
3476,3476,"We were worried that we would end up in different places.""",0.6884968876838684
3477,3477,Miranda stopped.,0.5021082758903503
3478,3478,She took a long slow breath.,0.8626542687416077
3479,3479,"As she resumed, she reached for my hand.",0.6599400639533997
3480,3480,She was in a very bad state.,0.5713503956794739
3481,3481,At first I could not make out what she was saying.,0.5210807919502258
3482,3482,She wanted to meet me in a local park.,0.3418055474758148
3483,3483,"When I got to her, she could not speak.",0.6485191583633423
3484,3484,"We walked around the park, arm in arm, and all I could do was wait.",0.3153077960014343
3485,3485,At last she told me what had happened the day before.,0.7143542170524597
3486,3486,Her route home from school took her by some playing fields.,0.5619488954544067
3487,3487,It was dusk,0.6313978433609009
3488,3488,and she was hurrying because her parents did not like her out alone after dark.,0.7428094744682312
3489,3489,She became aware of a figure following her.,0.16948875784873962
3490,3490,It seemed to be getting closer each time she turned to look.,0.2523101270198822
3491,3491,She thought of breaking into a run--,0.4368569850921631
3492,3492,she was fast--,0.4935727119445801
3493,3493,then decided she was being silly.,0.4941098690032959
3494,3494,And she had a satchel full of books.,0.4619726836681366
3495,3495,The person following her was getting closer.,0.5115954875946045
3496,3496,She turned to confront him and was relieved to see it was someone she vaguely knew--Peter Gorringe.,0.47526219487190247
3497,3497,"He was not exactly popular, but he was known at school as the only boy who had his own place.",0.940232515335083
3498,3498,His parents were abroad and had rented a small bedsit for him for a few months rather than trust him to look after the house.,0.8120908737182617
3499,3499,"Before she could speak to him he ran at her, took hold of her wrist and dragged her behind a brick she would where they keep the mowers.",0.7484473586082458
3500,3500,She screamed but no one came.,0.6078743934631348
3501,3501,"He was large, she was very slight.",0.5581673383712769
3502,3502,He wrestled her to the ground and that was where he raped her.,0.11132755875587463
3503,3503,"Even then, as I was trying to take in this horrific news, I thought that one day everything would be all right.",0.7262333631515503
3504,3504,She would get through this.,0.7367365956306458
3505,3505,"Everyone loved and respected her, everyone would be outraged.",0.21432346105575562
3506,3506,Her attacker would go to prison.,0.18853366374969482
3507,3507,I would go to whatever university she chose and stay close to her.,0.40863436460494995
3508,3508,"She told me how she got home that night, told her father she had a heavy cold and went straight to bed.",0.4971361756324768
3509,3509,"It was lucky, the way she saw it, that her mother was out that evening.",0.8728002309799194
3510,3510,She would have known immediately that something was wrong.,0.6032730340957642
3511,3511,That was when I began to understand that she had not told her parents.,0.6454102993011475
3512,3512,We started walking round the park again.,0.658778965473175
3513,3513,I told her she must tell them.,0.4092567265033722
3514,3514,She needed all the help and support she could get.,0.3520744740962982
3515,3515,"If she had not been to the police yet, I would come with her.",0.5287373661994934
3516,3516,Now!,0.38806137442588806
3517,3517,She seized my hands and told me that I understood nothing.,0.2254054695367813
3518,3518,"Her parents were never to know, nor were the police.",0.5178921222686768
3519,3519,I said we should go together and tell her doctor.,0.3373544216156006
3520,3520,"When she heard that, she shouted at me.",0.2512337267398834
3521,3521,The doctor would go straight to her mother.,0.26388102769851685
3522,3522,He was a family friend.,0.5037811994552612
3523,3523,Her uncles would hear about it.,0.32782310247421265
3524,3524,Her brothers would do something stupid and get themselves in serious trouble.,0.5201447010040283
3525,3525,Her family would be humiliated.,0.29976916313171387
3526,3526,Her father would be destroyed if he learned what had happened.,0.22514608502388
3527,3527,If I was her friend I had to help her in the way she needed to be helped.,0.2580128610134125
3528,3528,She wanted me to promise to keep her secret.,0.27155622839927673
3529,3529,I resisted,0.3620002269744873
3530,3530,but she came back at me.,0.3635747730731964
3531,3531,She was furious.,0.6429173350334167
3532,3532,She kept telling me that I understood nothing.,0.38097235560417175
3533,3533,"The police, the doctor, the school, her family, my father--no one was to know.",0.256119966506958
3534,3534,I was not to confront Gorringe.,0.3685586154460907
3535,3535,"If I did, it would all come out.",0.5435502529144287
3536,3536,"Since we did not have one with me, I swore on 'the idea' of the Bible to keep Mariam's secret, and on the Koran too, and on our friendship and on my father's life.",0.6231562495231628
3537,3537,"I did as she asked, even though I was convinced that her family would have gathered round her and supported her.",0.688814103603363
3538,3538,And I still believe it.,0.549586832523346
3539,3539,More than that.,0.7338351607322693
3540,3540,I know it for a fact.,0.44127899408340454
3541,3541,They loved her and would never have cast her out or enacted whatever mad idea she had of family honour.,0.39746949076652527
3542,3542,They would have put their arms round her and protected her.,0.4029400050640106
3543,3543,Her ideas were all wrong.,0.31389471888542175
3544,3544,And I was worse,0.06496890634298325
3545,3545,We talked of nothing else.,0.7529085874557495
3546,3546,For a part of that time I tried to change her mind.,0.27017468214035034
3547,3547,Not a chance.,0.4626903831958771
3548,3548,"She seemed calmer, even more determined, and I began to think that perhaps she was right.",0.728485107421875
3549,3549,It was certainly convenient to think so.,0.577663779258728
3550,3550,"Keep silent, avoid a family trauma, avoid giving evidence to the police, avoid a terrifying court case.",0.40255141258239746
3551,3551,Stay calm and think about the future.,0.3587319552898407
3552,3552,We were on the edge of becoming adults.,0.6468387842178345
3553,3553,Our lives were about to change.,0.5910874605178833
3554,3554,This was a catastrophe,0.31086987257003784
3555,3555,but she would survive it with my help.,0.1849222034215927
3556,3556,Whenever I saw Gorringe at school I stayed clear of him.,0.8477369546890259
3557,3557,That was getting easier as the term ran down,0.6278066635131836
3558,3558,and we school-leavers began to disperse forever.,0.6681954264640808
3559,3559,"Before I left, Mariam begged me not to phone her home.",0.6493971943855286
3560,3560,"I think she was afraid that if by chance I started speaking to her mother, I would forget my promise and tell her everything.",0.6135715842247009
3561,3561,"By then, lots of people had mobile phones, but they had not quite reached us.",0.695082426071167
3562,3562,So we wrote letters and postcards every day.,0.6452338695526123
3563,3563,I remember being disappointed by hers.,0.6964648962020874
3564,3564,They were not exactly distant so much as dull.,0.7161751985549927
3565,3565,There was only one subject and she could not write about it.,0.5805141925811768
3566,3566,So she wrote about the weather and TV programmes and said nothing about her state of mind.,0.6147680878639221
3567,3567,As soon as we were home I went round to her house.,0.34799060225486755
3568,3568,As I approached I saw that the front door was open.,0.2583141624927521
